bill_id,customer_name,city,state,product_category,quantity,total_amount,cost_amount,profit_amount,margin_pct,payment_method,store_type,visit_date
2449,Ritu Mehta,Ratlam,Madhya Pradesh,Grocery,10,790,690,100,0.126,Credit Card,Mall Store,27-02-2025
1055,Kiran Agarwal,Lucknow,Uttar Pradesh,Electronics,1,11610,10600,1010,0.087,Debit Card,Mall Store,01-03-2025
1877,Nisha Singh,Hyderabad,Telangana,Grocery,6,313,269,44,0.139,Cash,Local Store,13-02-2025
1234,Vivek Nair,Faridabad,Haryana,Clothing,2,1410,990,420,0.298,Cash,Mall Store,30-01-2025
1085,Suresh Rao,Nashik,Maharashtra,Electronics,2,10340,9533,807,0.078,UPI,Local Store,17-03-2025
1642,Rekha Bansal, Guwahati ,Assam,Grocery,6,510,430,80,0.157,UPI,Supermarket,25-01-2025
2126,Kavita Sharma,Gurgaon,Haryana,Grocery,9,385,335,50,0.131,UPI,Mall Store,15-02-2025
1065,Ashok Mehta,Siliguri,West Bengal,Stationery,9,780,644,136,0.175,Cash,Mall Store,11-01-2025
2227,Amit Kapoor,Chandigarh,Chandigarh,Grocery,4,243,213,30,0.122,Credit Card,Mall Store,21-03-2025
1188,Neha Nair,Chandigarh,Chandigarh,Grocery,8,471,407,64,0.135,Debit Card,Mall Store,21-02-2025
1813,Priya Mehta,Bhubaneswar,Odisha,Clothing,6,8000,6192,1808,0.226,Credit Card,Local Store,06-01-2025
1152,Ashok Pillai,Rajkot,Gujarat,Grocery,8,520,465,55,0.106,,Mall Store,06-01-2025
2157,Arjun Patel,Chandigarh,Chandigarh,Electronics,2,11180,10453,727,0.065,Credit Card,Mall Store,23-01-2025
2198,Suman Joshi,Kolhapur,Maharashtra,Clothing,5,5330,3918,1412,0.265,UPI,Local Store,21-02-2025
1389,Kavita Verma,Amritsar,Punjab,Grocery,4,297,260,37,0.124,Credit Card,Mall Store,26-03-2025
1138,Deepika Chopra,Hisar,Haryana,Stationery,9,570,465,105,0.184,Cash,Mall Store,28-02-2025
1173,Ajay Yadav,Amritsar,Punjab,Clothing,6,5260,3430,1830,0.348,Cash,Local Store,01-03-2025
2102,Anita Singh,Jaipur,Rajasthan,Clothing,6,187,128,59,0.316,Cash,Supermarket,17-01-2025
1531,Shalini Patel,Bilaspur,Chhattisgarh,Stationery,10,830,680,150,0.181,UPI,Local Store,28-01-2025
1824,Gaurav Verma,Chandigarh,Chandigarh,Stationery,10,630,506,124,0.197,UPI,Local Store,22-02-2025
1456,Sandeep Agarwal,Sangli,Maharashtra,Clothing,6,3970,3097,873,0.22,Cash,Supermarket,05-03-2025
2177,Suman Saxena,Kanpur,Uttar Pradesh,Electronics,2,4150,3830,320,0.077,Credit Card,Mall Store,26-03-2025
2181,Preeti Chopra,Coimbatore,Tamil Nadu,Clothing,5,4770,3811,959,0.201,Credit Card,Local Store,17-02-2025
1595,Ashok Verma,Nagpur,Maharashtra,Electronics,2,23260,21120,2140,0.092,Cash,Supermarket,20-01-2025
2479,Sanjay Nair,Vadodara,Gujarat,Clothing,3,1900,1271,629,0.331,UPI,Supermarket,17-03-2025
1967,Harsh Gupta,Siliguri,West Bengal,Clothing,6,4180,2771,1409,0.337,UPI,Local Store,02-01-2025
1375,Ajay Sharma,Ratlam,Madhya Pradesh,Stationery,6,680,523,157,0.231,Debit Card,Mall Store,13-02-2025
2369,Simran Malhotra,Rewa,Madhya Pradesh,Electronics,1,6450,6031,419,0.065,UPI,Supermarket,20-01-2025
2329,Vishal Kumar,Mumbai,Maharashtra,Clothing,2,1070,702,368,0.344,UPI,Mall Store,11-03-2025
1710,Shalini Verma,Ratlam,Madhya Pradesh,Clothing,2,2820,2084,736,0.261,Cash,Local Store,28-01-2025
1161,Pooja Saxena,Trivandrum,Kerala,Electronics,2,9180,8308,872,0.095,Cash,Mall Store,06-01-2025
2261,Anjali Kapoor,Nashik,Maharashtra,Grocery,7,479,430,49,0.103,Credit Card,Local Store,25-03-2025
1051,Sandeep Yadav,Ludhiana,Punjab,Electronics,1,9130,8217,913,0.1,Cash,Mall Store,06-02-2025
2158,Ajay Mehta,Siliguri,West Bengal,Stationery,5,580,438,142,0.244,UPI,Mall Store,14-03-2025
2067,Sanjay Pillai,Rewa,Madhya Pradesh,Grocery,5,203,176,27,0.132,Cash,Local Store,11-01-2025
1671,Ashok Saxena,Panchkula,Haryana,Electronics,1,12360,11112,1248,0.101,Cash,Supermarket,10-02-2025
1033,Alok Singh,Patna,Bihar,Electronics,2,15910,14828,1082,0.068,Debit Card,Local Store,14-02-2025
1239,Vivek Kapoor,Dehradun,Uttarakhand,Clothing,3,2100,1487,613,0.292,Cash,Local Store,23-03-2025
1736,Alok Kapoor,Mumbai,Maharashtra,Stationery,10,790,611,179,0.227,Debit Card,Supermarket,21-02-2025
1355,Kiran Chopra,Gorakhpur,Uttar Pradesh,Stationery,10,700,527,173,0.247,Credit Card,Mall Store,11-01-2025
1165,Shalini Patel,Ratlam,Madhya Pradesh,Grocery,9,670,588,82,0.123,Credit Card,Local Store,26-03-2025
1487,Sneha Reddy,Hyderabad,Telangana,Clothing,3,2120,1660,460,0.217,Cash,Local Store,27-03-2025
1962,Ashok Kapoor,Kanpur,Uttar Pradesh,Stationery,8,770,635,135,0.175,UPI,Supermarket,11-01-2025
1997,Rahul Malhotra,Agra,Uttar Pradesh,Electronics,1,14290,12875,1415,0.099,UPI,Mall Store,05-02-2025
1856,Kavita Bansal,Gwalior,Madhya Pradesh,Clothing,6,4370,3439,931,0.213,Debit Card,Mall Store,01-03-2025
1296,Kavita Chopra,Bhubaneswar,Odisha,Electronics,2,11150,9823,1327,0.119,Credit Card,Mall Store,03-03-2025
2353,Meera Agarwal,Noida,Uttar Pradesh,Grocery,10,680,592,88,0.13,Debit Card,Supermarket,24-02-2025
1475,Sandeep Reddy,Satara,Maharashtra,Clothing,6,8360,6379,1981,0.237,UPI,Mall Store,06-01-2025
1769,Arjun Pillai,Varanasi,Uttar Pradesh,Stationery,7,402,331,71,0.177,UPI,Mall Store,31-03-2025
1473,Arjun Chopra,Surat,Gujarat,Electronics,1,2700,2481,219,0.081,UPI,Mall Store,28-01-2025
2214,Neha Mehta,Bhubaneswar,Odisha,Grocery,3,220,181,39,0.176,Cash,Supermarket,10-01-2025
1802,Alok Singh,Guwahati,Assam,Electronics,1,6190,5695,495,0.08,Cash,Local Store,06-03-2025
1749,Naveen Joshi,Kolhapur,Maharashtra,Stationery,5,289,225,64,0.221,UPI,Supermarket,06-02-2025
1917,Kavita Iyer,Surat,Gujarat,Stationery,6,493,392,101,0.204,Credit Card,Local Store,24-02-2025
1098,Neha Yadav,Chandigarh,Chandigarh,Electronics,2,17830,16297,1533,0.086,UPI,Mall Store,31-03-2025
2077,Meera Chopra,Gwalior,Madhya Pradesh,Stationery,6,233,191,42,0.181,Credit Card,Local Store,12-01-2025
1577,Simran Reddy,Varanasi,Uttar Pradesh,Clothing,6,5820,3940,1880,0.323,Credit Card,Mall Store,25-01-2025
1946,Rahul Rao,Kochi,Kerala,Clothing,3,1740,1376,364,0.209,Credit Card,Local Store,06-03-2025
1721,Gaurav Sharma,Bilaspur,Chhattisgarh,Grocery,4,258,212,46,0.179,Debit Card,Mall Store,13-01-2025
2029,Kiran Mehta,Panipat,Haryana,Electronics,2,20290,18342,1948,0.096,Debit Card,Mall Store,13-02-2025
1551,Swati Rao,Siliguri,West Bengal,Stationery,4,287,236,51,0.176,Debit Card,Supermarket,20-01-2025
1309,Anita Saxena,Kochi,Kerala,Grocery,5,341,298,43,0.125,UPI,Supermarket,31-01-2025
1896,Nisha Chopra,Pune,Maharashtra,Grocery,9,630,522,108,0.171,UPI,Supermarket,02-03-2025
1825,Nisha Singh,Coimbatore,Tamil Nadu,Grocery,7,373,320,53,0.141,Cash,Mall Store,15-02-2025
1673,Swati Gupta,Faridabad,Haryana,Grocery,3,165,148,17,0.1,UPI,Local Store,13-03-2025
2045,Kavita Joshi,Visakhapatnam,Andhra Pradesh,Grocery,10,570,506,64,0.112,Cash,Supermarket,06-02-2025
1434,Vikram Bansal,Noida,Uttar Pradesh,Clothing,4,4460,3010,1450,0.325,Credit Card,Mall Store,26-01-2025
1583,Sanjay Yadav,Gwalior,Madhya Pradesh,Grocery,6,417,357,60,0.143,Cash,Supermarket,25-01-2025
2474,Preeti Mehta,Mumbai,Maharashtra,Clothing,3,2710,2084,626,0.231,UPI,Supermarket,02-02-2025
2070,Ritu Patel,Chandigarh,Chandigarh,Grocery,4,261,221,40,0.155,Cash,Supermarket,22-02-2025
2196,Priya Pillai,Mumbai,Maharashtra,Electronics,1,9540,8844,696,0.073,UPI,Supermarket,16-02-2025
1853,Anita Saxena,Bhopal,Madhya Pradesh,Grocery,4,202,168,34,0.167,Credit Card,Supermarket,07-03-2025
1449,Rekha Agarwal,Varanasi,Uttar Pradesh,Grocery,10,520,437,83,0.16,Credit Card,Supermarket,03-01-2025
1766,Karan Bansal,Gorakhpur,Uttar Pradesh,Clothing,4,2760,1995,765,0.277,UPI,Supermarket,15-03-2025
1568,Anita Nair,Kanpur,Uttar Pradesh,Clothing,2,1200,826,374,0.312,UPI,Mall Store,12-03-2025
1620,Suresh Verma,Kota,Rajasthan,Clothing,2,1930,1276,654,0.339,Cash,Supermarket,22-02-2025
2269,Karan Singh,Ahmedabad,Gujarat,Stationery,4,221,178,43,0.194,Cash,Mall Store,17-02-2025
1493,Harsh Patel,Visakhapatnam,Andhra Pradesh,Grocery,5,306,254,52,0.171,Debit Card,Supermarket,26-01-2025
1386,Sanjay Pillai,Pune,Maharashtra,Grocery,10,620,523,97,0.156,UPI,Local Store,25-02-2025
1742,Neha Patel,Amritsar,Punjab,Grocery,10,408,351,57,0.14,Credit Card,Mall Store,16-01-2025
1282,Sanjay Nair,Trivandrum,Kerala,Clothing,6,6590,4877,1713,0.26,UPI,Supermarket,11-02-2025
1746,Vivek Yadav,Patna,Bihar,Grocery,6,295,246,49,0.167,Credit Card,Mall Store,08-03-2025
2232,Harsh Iyer,Rohtak,Haryana,Clothing,5,2450,1639,811,0.331,Cash,Supermarket,02-03-2025
1484,Suresh Gupta,Mangalore,Karnataka,Electronics,2,17420,15364,2056,0.118,Debit Card,Supermarket,19-01-2025
2116,Payal Singh,Bengaluru,Karnataka,Clothing,5,5050,3323,1727,0.342,Cash,Local Store,02-02-2025
1283,Sandeep Bansal,Gurgaon,Haryana,Grocery,9,750,649,101,0.135,UPI,Mall Store,29-03-2025
1438,Amit Joshi,Amritsar,Punjab,Clothing,4,1940,1428,512,0.264,Cash,Supermarket,15-01-2025
2330,Rekha Sharma,Amritsar,Punjab,Grocery,9,620,521,99,0.159,Credit Card,Supermarket,08-03-2025
1549,Divya Kapoor,Gwalior,Madhya Pradesh,Stationery,9,700,583,117,0.167,UPI,Supermarket,03-01-2025
2172,Rajesh Singh,Bhubaneswar,Odisha,Stationery,9,680,560,120,0.176,Debit Card,Local Store,01-01-2025
2344,Alok Kumar,Surat,Gujarat,Grocery,4,311,256,55,0.176,UPI,Mall Store,20-03-2025
1814,Priya Verma,Pune,Maharashtra,Grocery,7,441,366,75,0.169,Cash,Local Store,22-02-2025
2080,Rohit Bansal,Panipat,Haryana,Electronics,1,10980,10058,922,0.084,Cash,Supermarket,20-03-2025
1949,Arjun Singh,Kolhapur,Maharashtra,Stationery,3,207,166,41,0.2,Cash,Mall Store,01-01-2025
1674,Vivek Sharma,Jodhpur,Rajasthan,Electronics,2,13400,12087,1313,0.098,Credit Card,Mall Store,18-02-2025
2440,Ajay Patel,Amritsar,Punjab,Grocery,9,640,548,92,0.144,UPI,Local Store,25-01-2025
1687,Kavita Agarwal,Amritsar,Punjab,Clothing,4,3310,2261,1049,0.317,Cash,Mall Store,31-01-2025
2265,Ajay Malhotra,Rohtak,Haryana,Clothing,3,2850,2035,815,0.286,Credit Card,Local Store,06-03-2025
2430,Preeti Bansal,Agra,Uttar Pradesh,Electronics,1,7030,6327,703,0.1,Cash,Mall Store,02-02-2025
1753,Manish Rao,Ratlam,Madhya Pradesh,Clothing,4,2430,1771,659,0.271,Cash,Local Store,07-02-2025
1122,Karan Kapoor,Nashik,Maharashtra,Clothing,4,2510,1968,542,0.216,Credit Card,Mall Store,30-01-2025
2310,Kavita Kapoor,Mumbai,Maharashtra,Grocery,6,403,337,66,0.165,Cash,Mall Store,07-03-2025
1700,Ashok Nair,Lucknow,Uttar Pradesh,Grocery,7,401,355,46,0.114,Debit Card,Mall Store,09-01-2025
1840,Shalini Agarwal,Bhopal,Madhya Pradesh,Grocery,9,510,453,57,0.111,Debit Card,Supermarket,15-01-2025
1017,Rekha Sharma,Indore,Madhya Pradesh,Stationery,7,348,287,61,0.174,Debit Card,Local Store,31-01-2025
2492,Manoj Joshi,Kanpur,Uttar Pradesh,Electronics,2,33910,31401,2509,0.074,UPI,Local Store,28-01-2025
1779,Vishal Kapoor,Patna,Bihar,Grocery,3,177,152,25,0.142,UPI,Local Store,25-01-2025
2187,Karan Pillai,Kanpur,Uttar Pradesh,Stationery,6,302,254,48,0.159,Cash,Mall Store,04-01-2025
2349,Vivek Joshi,Mumbai,Maharashtra,Grocery,6,237,213,24,0.103,UPI,Local Store,16-01-2025
2036,Amit Gupta,Panipat,Haryana,Clothing,4,5490,3706,1784,0.325,Credit Card,Local Store,12-03-2025
1914,Rekha Rao,Siliguri,West Bengal,Electronics,1,13520,12492,1028,0.076,Credit Card,Mall Store,10-02-2025
1294,Manoj Kapoor,Surat,Gujarat,Grocery,3,218,180,38,0.176,UPI,Local Store,01-03-2025
1899,Vishal Rao,Indore,Madhya Pradesh,Clothing,5,6310,4600,1710,0.271,UPI,Local Store,21-01-2025
1040,Amit Iyer,Agra,Uttar Pradesh,Clothing,2,1920,1434,486,0.253,Credit Card,Local Store,13-03-2025
1107,Rahul Gupta,Kota,Rajasthan,Stationery,5,540,455,85,0.157,Cash,Supermarket,03-02-2025
1727,Suresh Patel,Rohtak,Haryana,Clothing,2,1810,1205,605,0.334,Credit Card,Supermarket,19-01-2025
1024,Vikram Verma,Solapur,Maharashtra,Clothing,2,950,725,225,0.237,UPI,Mall Store,25-01-2025
1711,Preeti Pillai,Kolkata,West Bengal,Clothing,3,2890,1910,980,0.339,Credit Card,Mall Store,05-01-2025
1070,Ritu Singh,Gorakhpur,Uttar Pradesh,Clothing,6,4240,2879,1361,0.321,UPI,Local Store,14-03-2025
2012,Sneha Mehta,Nashik,Maharashtra,Electronics,2,17380,16042,1338,0.077,UPI,Mall Store,13-03-2025
1426,Manoj Iyer,Delhi,Delhi,Stationery,6,580,492,88,0.152,UPI,Mall Store,01-01-2025
2030,Rajesh Reddy,Amritsar,Punjab,Clothing,5,2970,2103,867,0.292,Cash,Local Store,15-02-2025
2334,Kiran Nair,NOIDA,Uttar Pradesh,Stationery,3,299,226,73,0.245,UPI,Supermarket,22-03-2025
1104,Suman Pillai,Nashik,Maharashtra,Electronics,2,10380,9217,1163,0.112,UPI,Supermarket,31-03-2025
1556,Pooja Agarwal,Nagpur,Maharashtra,Electronics,2,13120,12215,905,0.069,Cash,Supermarket,02-01-2025
2066,Anita Yadav,Bhopal,Madhya Pradesh,Clothing,3,1690,1202,488,0.289,Cash,Supermarket,05-02-2025
2284,Rohit Chopra,Gorakhpur,Uttar Pradesh,Electronics,1,11350,10590,760,0.067,Debit Card,Local Store,16-01-2025
2115,Neha Sharma,Coimbatore,Tamil Nadu,Grocery,7,436,386,50,0.114,Debit Card,Mall Store,03-01-2025
1942,Priya Agarwal,Gwalior,Madhya Pradesh,Grocery,6,439,391,48,0.109,UPI,Mall Store,02-01-2025
2499,Meera Nair,Ahmedabad,Gujarat,Grocery,6,452,400,52,0.114,UPI,Supermarket,02-01-2025
1075,Deepika Iyer,Guwahati,Assam,Grocery,7,145,120,25,0.17,Credit Card,Local Store,31-03-2025
1508,Kavita Kapoor,Coimbatore,Tamil Nadu,Clothing,6,3840,2692,1148,0.299,Cash,Supermarket,03-02-2025
2364,Arjun Gupta,Faridabad,Haryana,Electronics,1,4590,4094,496,0.108,UPI,Mall Store,17-02-2025
1219,Kavita Saxena,Ludhiana,Punjab,Grocery,8,422,374,48,0.113,UPI,Mall Store,20-03-2025
2333,Preeti Rao,Dehradun,Uttarakhand,Clothing,4,3340,2224,1116,0.334,Debit Card,Mall Store,05-01-2025
2079,Vivek Pillai,Panipat,Haryana,Clothing,2,2700,1771,929,0.344,Debit Card,Mall Store,24-02-2025
1266,Divya Rao,Panipat,Haryana,Electronics,2,7270,6499,771,0.106,UPI,Local Store,10-02-2025
1937,Shalini Verma,Coimbatore,Tamil Nadu,Grocery,6,268,221,47,0.175,Cash,Mall Store,18-03-2025
1864,Anita Patel,Bhopal,Madhya Pradesh,Grocery,6,520,463,57,0.109,UPI,Mall Store,03-01-2025
1435,Arjun Verma,Bilaspur,Chhattisgarh,Electronics,1,13260,11921,1339,0.101,UPI,Supermarket,03-03-2025
1111,Kavita Reddy,Gwalior,Madhya Pradesh,Electronics,1,1280,1190,90,0.07,UPI,Mall Store,11-01-2025
1511,Manish Rao,Siliguri,West Bengal,Grocery,10,640,542,98,0.153,UPI,Mall Store,19-03-2025
1041,Simran Gupta,Jodhpur,Rajasthan,Stationery,5,424,323,101,0.238,Debit Card,Supermarket,04-01-2025
1505,Gaurav Sharma,Jodhpur,Rajasthan,Grocery,5,251,223,28,0.111,Credit Card,Supermarket,07-03-2025
1277,Pooja Bansal,Prayagraj,Uttar Pradesh,Clothing,4,3840,2746,1094,0.285,Debit Card,Local Store,13-01-2025
1810,Anita Chopra,Kota,Rajasthan,Grocery,4,186,158,28,0.151,UPI,Supermarket,22-02-2025
1340,Nisha Malhotra,Pune,Maharashtra,Clothing,6,4390,3108,1282,0.292,UPI,Supermarket,05-02-2025
2130,Rekha Iyer,Rewa,Madhya Pradesh,Clothing,2,2000,1364,636,0.318,UPI,Local Store,20-01-2025
2500,Ajay Verma,Lucknow,Uttar Pradesh,Clothing,3,3230,2164,1066,0.33,Credit Card,Supermarket,26-03-2025
1847,Ritu Bansal,Dehradun,Uttarakhand,Grocery,8,510,458,52,0.102,UPI,Local Store,29-03-2025
1186,Ajay Kumar,Guwahati,Assam,Grocery,10,710,637,73,0.103,UPI,Supermarket,26-01-2025
1799,Naveen Iyer,Kota,Rajasthan,Grocery,6,363,319,44,0.12,UPI,Supermarket,24-03-2025
2091,Shalini Verma,Kanpur,Uttar Pradesh,Clothing,5,4390,2880,1510,0.344,Credit Card,Supermarket,04-02-2025
1745,Kiran Sharma,Faridabad,Haryana,Electronics,1,9810,8947,863,0.088,Cash,Mall Store,23-02-2025
2060,Manish Rao,Panipat,Haryana,Grocery,4,218,183,35,0.16,Debit Card,Local Store,27-01-2025
2146,Neha Iyer,Satara,Maharashtra,Electronics,2,16110,15031,1079,0.067,Cash,Mall Store,10-01-2025
2009,Ritu Joshi,Faridabad,Haryana,Electronics,1,11670,10783,887,0.076,Debit Card,Supermarket,03-03-2025
1062,Rekha Reddy,Chandigarh,Chandigarh,Electronics,1,7350,6740,610,0.083,Credit Card,Mall Store,27-03-2025
1922,Karan Agarwal,Chandigarh,Chandigarh,Grocery,8,357,312,45,0.127,UPI,Local Store,28-02-2025
1579,Amit Gupta,Udaipur,Rajasthan,Stationery,6,243,204,39,0.161,Credit Card,Supermarket,25-01-2025
1798,Divya Iyer,Guwahati,Assam,Clothing,2,2210,1514,696,0.315,UPI,Supermarket,22-03-2025
1656,Anita Yadav,Varanasi,Uttar Pradesh,Grocery,7,426,374,52,0.122,Cash,Local Store,10-02-2025
2010,Swati Malhotra,Kanpur,Uttar Pradesh,Electronics,2,12250,11148,1102,0.09,Cash,Local Store,25-02-2025
1388,Manish Mehta,Sangli,Maharashtra,Grocery,6,530,473,57,0.108,Cash,Mall Store,20-02-2025
1128,Manoj Singh,Coimbatore,Tamil Nadu,Electronics,1,6020,5424,596,0.099,UPI,Local Store,18-03-2025
2358,Rekha Mehta,Kota,Rajasthan,Grocery,8,530,441,89,0.167,Credit Card,Supermarket,05-01-2025
1252,Rohit Iyer,Indore,Madhya Pradesh,Grocery,9,660,566,94,0.142,Cash,Local Store,29-01-2025
2295,Deepika Malhotra,Udaipur,Rajasthan,Clothing,6,5550,4396,1154,0.208,Cash,Supermarket,09-02-2025
2023,Rahul Singh,Patna,Bihar,Clothing,5,4460,3216,1244,0.279,Credit Card,Supermarket,25-03-2025
1308,Rajesh Saxena,Nashik,Maharashtra,Clothing,6,4340,3398,942,0.217,Credit Card,Local Store,15-02-2025
1194,Divya Malhotra,Panchkula,Haryana,Grocery,5,207,175,32,0.154,Cash,Mall Store,17-02-2025
1647,Preeti Pillai,Ratlam,Madhya Pradesh,Electronics,2,50,44,6,0.116,UPI,Local Store,08-01-2025
1503,Sandeep Kumar,Gurgaon,Haryana,Grocery,7,273,241,32,0.117,Credit Card,Supermarket,24-01-2025
1034,Divya Joshi,Kanpur,Uttar Pradesh,Electronics,2,8600,7766,834,0.097,Cash,Mall Store,25-03-2025
2124,Alok Agarwal,Coimbatore,Tamil Nadu,Grocery,8,343,296,47,0.138,Cash,Supermarket,01-02-2025
1801,Alok Rao,Kota,Rajasthan,Grocery,10,740,631,109,0.147,UPI,Mall Store,10-02-2025
1921,Rohit Pillai,Chandigarh,Chandigarh,Stationery,6,550,434,116,0.211,Debit Card,Local Store,10-02-2025
1058,Sandeep Patel,Rajkot,Gujarat,Grocery,7,388,339,49,0.127,UPI,Supermarket,11-03-2025
1992,Kiran Singh,Nashik,Maharashtra,Clothing,5,1440,1140,300,0.208,UPI,Supermarket,01-01-2025
1359,Deepika Agarwal,Nagpur,Maharashtra,Electronics,1,9130,8537,593,0.065,Cash,Supermarket,29-03-2025
2436,Vikram Nair,Ludhiana,Punjab,Electronics,2,17980,16649,1331,0.074,Credit Card,Mall Store,21-02-2025
1046,Rajesh Chopra,Trivandrum,Kerala,Stationery,4,222,180,42,0.189,UPI,Supermarket,15-03-2025
2195,Shalini Iyer,Rohtak,Haryana,Stationery,3,114,95,19,0.166,UPI,Local Store,02-02-2025
2141,Shalini Agarwal,Bhubaneswar,Odisha,Clothing,2,1620,1226,394,0.243,Cash,Supermarket,20-01-2025
1878,Suman Mehta,Kolkata,West Bengal,Stationery,4,298,232,66,0.221,Debit Card,Local Store,26-02-2025
1069,Priya Joshi,Panchkula,Haryana,Clothing,5,5040,3735,1305,0.259,Cash,Supermarket,26-01-2025
1319,Neha Kapoor,Meerut,Uttar Pradesh,Electronics,1,9130,8409,721,0.079,UPI,Supermarket,07-02-2025
1292,Rajesh Saxena,Gorakhpur,Uttar Pradesh,Grocery,8,421,373,48,0.114,UPI,Local Store,20-02-2025
1047,Nisha Sharma,Gwalior,Madhya Pradesh,Stationery,6,365,297,68,0.186,Debit Card,Local Store,09-01-2025
1278,Suresh Yadav,Gorakhpur,Uttar Pradesh,Stationery,10,580,477,103,0.177,UPI,Mall Store,10-01-2025
2390,Vivek Kumar,Chandigarh,Chandigarh,Grocery,8,390,338,52,0.133,UPI,Supermarket,25-01-2025
1298,Vikram Reddy,Sangli,Maharashtra,Clothing,3,2980,2095,885,0.297,Cash,Mall Store,06-01-2025
1225,Neha Gupta,Gwalior,Madhya Pradesh,Grocery,8,423,347,76,0.18,UPI,Mall Store,03-03-2025
1865,Priya Yadav,Rohtak,Haryana,Clothing,3,2150,1580,570,0.265,Credit Card,Local Store,22-03-2025
1926,Suresh Sharma,Siliguri,West Bengal,Grocery,8,297,263,34,0.115,Cash,Mall Store,20-03-2025
2088,Rekha Sharma,Kolkata,West Bengal,Clothing,4,3890,2980,910,0.234,UPI,Mall Store,20-02-2025
2084,Shalini Reddy,Visakhapatnam,Andhra Pradesh,Electronics,1,15270,14094,1176,0.077,UPI,Supermarket,03-03-2025
1365,Neha Kumar,Panchkula,Haryana,Electronics,2,20830,18955,1875,0.09,UPI,Mall Store,18-02-2025
1428,Kiran Saxena,Gwalior,Madhya Pradesh,Grocery,5,351,306,45,0.127,UPI,Mall Store,04-03-2025
1841,Rekha Mehta,Mangalore,Karnataka,Electronics,2,15650,14445,1205,0.077,Cash,Mall Store,03-02-2025
1367,Rekha Chopra,Bilaspur,Chhattisgarh,Electronics,1,8780,8104,676,0.077,Cash,Mall Store,18-01-2025
1001,Anjali Sharma,Mangalore,Karnataka,Grocery,6,405,360,45,0.111,Debit Card,Mall Store,14-01-2025
1774,Shalini Kumar,Rajkot,Gujarat,Grocery,4,298,263,35,0.118,UPI,Supermarket,30-03-2025
1843,Sandeep Verma,Noida,Uttar Pradesh,Grocery,6,259,229,30,0.115,Cash,Supermarket,02-03-2025
2314,Ritu Nair,Jodhpur,Rajasthan,Clothing,4,4270,3267,1003,0.235,UPI,Mall Store,10-02-2025
1067,Kavita Reddy,Bhopal,Madhya Pradesh,Electronics,1,7750,7022,728,0.094,UPI,Mall Store,28-01-2025
2033,Rajesh Sharma,Chennai,Tamil Nadu,Electronics,1,9400,8291,1109,0.118,UPI,Mall Store,11-02-2025
1032,Ritu Mehta,Solapur,Maharashtra,Grocery,7,610,526,84,0.137,Cash,Supermarket,10-01-2025
1868,Swati Verma,Ratlam,Madhya Pradesh,Grocery,9,590,485,105,0.178,Credit Card,Mall Store,05-03-2025
1905,Rajesh Patel,Guwahati,Assam,Clothing,6,5740,4242,1498,0.261,UPI,Local Store,30-01-2025
2153,Deepika Gupta,Vadodara,Gujarat,Clothing,6,4250,3073,1177,0.277,Debit Card,Mall Store,19-03-2025
1029,Rajesh Verma,Lucknow,Uttar Pradesh,Clothing,6,4320,2860,1460,0.338,Debit Card,Supermarket,09-03-2025
1295,Vivek Patel,Coimbatore,Tamil Nadu,Stationery,9,690,540,150,0.217,UPI,Mall Store,18-01-2025
2409,Rohit Bansal,Noida,Uttar Pradesh,Grocery,7,386,334,52,0.135,UPI,Mall Store,13-02-2025
1114,Nisha Mehta,Kolhapur,Maharashtra,Stationery,6,720,540,180,0.25,UPI,Supermarket,03-03-2025
1246,Alok Singh,Lucknow,Uttar Pradesh,Clothing,6,4800,3696,1104,0.23,UPI,Supermarket,10-03-2025
1416,Harsh Malhotra,Sangli,Maharashtra,Grocery,5,244,205,39,0.158,UPI,Mall Store,25-03-2025
1770,Payal Iyer,Coimbatore,Tamil Nadu,Grocery,5,436,375,61,0.141,Credit Card,Local Store,17-02-2025
1162,Manoj Nair,Trivandrum,Kerala,Electronics,1,10750,9492,1258,0.117,Debit Card,Supermarket,27-02-2025
1679,Alok Bansal,Bengaluru,Karnataka,Grocery,7,520,451,69,0.133,UPI,Mall Store,11-03-2025
1412,Rahul Reddy,Rewa,Madhya Pradesh,Clothing,4,2250,1559,691,0.307,Debit Card,Supermarket,24-03-2025
2206,Sanjay Kapoor,Satara,Maharashtra,Electronics,2,16280,14994,1286,0.079,UPI,Supermarket,10-02-2025
1039,Kavita Pillai,Ahmedabad,Gujarat,Clothing,6,3010,2158,852,0.283,UPI,Supermarket,25-02-2025
1117,Manoj Saxena,Rewa,Madhya Pradesh,Clothing,3,2670,1885,785,0.294,UPI,Mall Store,22-03-2025
2401,Arjun Joshi,Trivandrum,Kerala,Stationery,6,294,222,72,0.245,UPI,Local Store,14-03-2025
1002,Pooja Kapoor,Prayagraj,Uttar Pradesh,Grocery,4,232,205,27,0.117,Credit Card,Mall Store,06-03-2025
2387,Alok Patel,Panchkula,Haryana,Stationery,4,384,322,62,0.162,UPI,Supermarket,12-01-2025
1248,Rohit Rao,Kota,Rajasthan,Electronics,1,5710,5173,537,0.094,Cash,Local Store,28-03-2025
2383,Simran Sharma,Ratlam,Madhya Pradesh,Clothing,4,6190,4116,2074,0.335,Credit Card,Local Store,22-01-2025
1666,Ritu Pillai,Kanpur,Uttar Pradesh,Stationery,9,650,548,102,0.157,Credit Card,Local Store,27-01-2025
